,Unnamed: 0,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,precision_above_TH,support_below_TH,support_above_TH,report,elapsed_time,recall_above_TH,f1_above_TH,recall_below_TH,f1_below_TH
1448,6,clf,ada,min,all,ALL_NO_3_2_1,30_240,included,basic,0.77,{'n_estimators': 100},0.74,0.69,0.78,0.42,981.0,311.0,"{'0': {'precision': 0.7770212765957447, 'recall': 0.9306829765545361, 'f1-score': 0.846938775510204, 'support': 981}, '1': {'precision': 0.4188034188034188, 'recall': 0.15755627009646303, 'f1-score': 0.22897196261682243, 'support': 311}, 'micro avg': {'precision': 0.7445820433436533, 'recall': 0.7445820433436533, 'f1-score': 0.7445820433436534, 'support': 1292}, 'macro avg': {'precision': 0.5979123476995818, 'recall': 0.5441196233254996, 'f1-score': 0.5379553690635133, 'support': 1292}, 'weighted avg': {'precision': 0.6907939129940316, 'recall': 0.7445820433436533, 'f1-score': 0.6981867021279736, 'support': 1292}}",0.83,0.16,0.23,0.93,0.85
1456,0,clf,kn,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.77,{'n_neighbors': 41},0.76,0.76,0.76,0.75,696.0,221.0,"{'0': {'precision': 0.7612267250821467, 'recall': 0.9985632183908046, 'f1-score': 0.8638906152889994, 'support': 696}, '1': {'precision': 0.75, 'recall': 0.013574660633484163, 'f1-score': 0.02666666666666667, 'support': 221}, 'micro avg': {'precision': 0.7611777535441657, 'recall': 0.7611777535441657, 'f1-score': 0.7611777535441657, 'support': 917}, 'macro avg': {'precision': 0.7556133625410734, 'recall': 0.5060689395121444, 'f1-score': 0.445278640977833, 'support': 917}, 'weighted avg': {'precision': 0.758521047608696, 'recall': 0.7611777535441657, 'f1-score': 0.6621169046613706, 'support': 917}}",4.58,0.01,0.03,1.0,0.86
1457,1,clf,svc-rbf,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,0.0,696.0,221.0,"{'0': {'precision': 0.7589967284623773, 'recall': 1.0, 'f1-score': 0.8629882207067576, 'support': 696}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 221}, 'micro avg': {'precision': 0.7589967284623773, 'recall': 0.7589967284623773, 'f1-score': 0.7589967284623772, 'support': 917}, 'macro avg': {'precision': 0.37949836423118866, 'recall': 0.5, 'f1-score': 0.4314941103533788, 'support': 917}, 'weighted avg': {'precision': 0.5760760338165918, 'recall': 0.7589967284623773, 'f1-score': 0.655005236217997, 'support': 917}}",4.22,0.0,0.0,1.0,0.86
1458,2,clf,dtree,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.77,"{'max_depth': 2, 'min_samples_leaf': 10}",0.76,0.58,0.76,0.0,696.0,221.0,"{'0': {'precision': 0.7589967284623773, 'recall': 1.0, 'f1-score': 0.8629882207067576, 'support': 696}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 221}, 'micro avg': {'precision': 0.7589967284623773, 'recall': 0.7589967284623773, 'f1-score': 0.7589967284623772, 'support': 917}, 'macro avg': {'precision': 0.37949836423118866, 'recall': 0.5, 'f1-score': 0.4314941103533788, 'support': 917}, 'weighted avg': {'precision': 0.5760760338165918, 'recall': 0.7589967284623773, 'f1-score': 0.655005236217997, 'support': 917}}",0.41,0.0,0.0,1.0,0.86
1459,3,clf,rforest,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.76,0.73,0.76,0.6,696.0,221.0,"{'0': {'precision': 0.7649667405764967, 'recall': 0.9913793103448276, 'f1-score': 0.8635794743429288, 'support': 696}, '1': {'precision': 0.6, 'recall': 0.04072398190045249, 'f1-score': 0.07627118644067797, 'support': 221}, 'micro avg': {'precision': 0.7622682660850599, 'recall': 0.7622682660850599, 'f1-score': 0.7622682660850599, 'support': 917}, 'macro avg': {'precision': 0.6824833702882483, 'recall': 0.5160516461226401, 'f1-score': 0.4699253303918034, 'support': 917}, 'weighted avg': {'precision': 0.7252092164026628, 'recall': 0.7622682660850599, 'f1-score': 0.6738356012498018, 'support': 917}}",18.54,0.04,0.08,0.99,0.86
1460,4,clf,xgb,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.77,{'n_estimators': 10},0.76,0.74,0.76,0.67,696.0,221.0,"{'0': {'precision': 0.7618002195389681, 'recall': 0.9971264367816092, 'f1-score': 0.8637212196639702, 'support': 696}, '1': {'precision': 0.6666666666666666, 'recall': 0.01809954751131222, 'f1-score': 0.03524229074889868, 'support': 221}, 'micro avg': {'precision': 0.7611777535441657, 'recall': 0.7611777535441657, 'f1-score': 0.7611777535441657, 'support': 917}, 'macro avg': {'precision': 0.7142334431028174, 'recall': 0.5076129921464607, 'f1-score': 0.44948175520643446, 'support': 917}, 'weighted avg': {'precision': 0.7388727220637461, 'recall': 0.7611777535441657, 'f1-score': 0.6640550873954524, 'support': 917}}",0.22,0.02,0.04,1.0,0.86
1461,5,clf,gboosting,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.77,{'n_estimators': 10},0.76,0.58,0.76,0.0,696.0,221.0,"{'0': {'precision': 0.7589967284623773, 'recall': 1.0, 'f1-score': 0.8629882207067576, 'support': 696}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 221}, 'micro avg': {'precision': 0.7589967284623773, 'recall': 0.7589967284623773, 'f1-score': 0.7589967284623772, 'support': 917}, 'macro avg': {'precision': 0.37949836423118866, 'recall': 0.5, 'f1-score': 0.4314941103533788, 'support': 917}, 'weighted avg': {'precision': 0.5760760338165918, 'recall': 0.7589967284623773, 'f1-score': 0.655005236217997, 'support': 917}}",0.56,0.0,0.0,1.0,0.86
1462,6,clf,ada,max,basic,ALL_YES_1_1_1,30_240,included,basic,0.76,{'n_estimators': 10},0.76,0.72,0.77,0.57,696.0,221.0,"{'0': {'precision': 0.767337807606264, 'recall': 0.985632183908046, 'f1-score': 0.8628930817610062, 'support': 696}, '1': {'precision': 0.5652173913043478, 'recall': 0.058823529411764705, 'f1-score': 0.10655737704918032, 'support': 221}, 'micro avg': {'precision': 0.7622682660850599, 'recall': 0.7622682660850599, 'f1-score': 0.7622682660850599, 'support': 917}, 'macro avg': {'precision': 0.6662775994553058, 'recall': 0.5222278566599053, 'f1-score': 0.48472522940509327, 'support': 917}, 'weighted avg': {'precision': 0.718626126032956, 'recall': 0.7622682660850599, 'f1-score': 0.6806137025447428, 'support': 917}}",0.61,0.06,0.11,0.99,0.86
1470,0,clf,kn,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.79,{'n_neighbors': 51},0.78,0.73,0.78,0.56,716.0,201.0,"{'0': {'precision': 0.7841409691629956, 'recall': 0.994413407821229, 'f1-score': 0.8768472906403941, 'support': 716}, '1': {'precision': 0.5555555555555556, 'recall': 0.024875621890547265, 'f1-score': 0.04761904761904762, 'support': 201}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6698482623592756, 'recall': 0.5096445148558881, 'f1-score': 0.4622331691297209, 'support': 917}, 'weighted avg': {'precision': 0.73403664186191, 'recall': 0.781897491821156, 'f1-score': 0.695086247186424, 'support': 917}}",4.16,0.02,0.05,0.99,0.88
1471,1,clf,svc-rbf,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.79,"{'C': 1, 'gamma': 1}",0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",3.84,0.0,0.0,1.0,0.88
1472,2,clf,dtree,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.79,"{'max_depth': 2, 'min_samples_leaf': 30}",0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",0.39,0.0,0.0,1.0,0.88
1473,3,clf,rforest,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.79,"{'max_depth': 7, 'min_samples_leaf': 50, 'n_estimators': 50}",0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",17.0,0.0,0.0,1.0,0.88
1474,4,clf,xgb,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.79,{'n_estimators': 10},0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",0.23,0.0,0.0,1.0,0.88
1475,5,clf,gboosting,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.79,{'n_estimators': 10},0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",0.56,0.0,0.0,1.0,0.88
1476,6,clf,ada,min,basic,ALL_YES_1_1_1,30_240,included,basic,0.78,{'n_estimators': 50},0.79,0.76,0.81,0.59,716.0,201.0,"{'0': {'precision': 0.8079625292740047, 'recall': 0.9636871508379888, 'f1-score': 0.8789808917197452, 'support': 716}, '1': {'precision': 0.5873015873015873, 'recall': 0.18407960199004975, 'f1-score': 0.2803030303030303, 'support': 201}, 'micro avg': {'precision': 0.7928026172300982, 'recall': 0.7928026172300982, 'f1-score': 0.7928026172300982, 'support': 917}, 'macro avg': {'precision': 0.697632058287796, 'recall': 0.5738833764140193, 'f1-score': 0.5796419610113878, 'support': 917}, 'weighted avg': {'precision': 0.7595951908482076, 'recall': 0.7928026172300982, 'f1-score': 0.7477548828377827, 'support': 917}}",0.65,0.18,0.28,0.96,0.88
1484,0,clf,kn,max,all,ALL_YES_1_1_1,30_240,included,basic,0.77,{'n_neighbors': 41},0.76,0.76,0.76,0.75,696.0,221.0,"{'0': {'precision': 0.7612267250821467, 'recall': 0.9985632183908046, 'f1-score': 0.8638906152889994, 'support': 696}, '1': {'precision': 0.75, 'recall': 0.013574660633484163, 'f1-score': 0.02666666666666667, 'support': 221}, 'micro avg': {'precision': 0.7611777535441657, 'recall': 0.7611777535441657, 'f1-score': 0.7611777535441657, 'support': 917}, 'macro avg': {'precision': 0.7556133625410734, 'recall': 0.5060689395121444, 'f1-score': 0.445278640977833, 'support': 917}, 'weighted avg': {'precision': 0.758521047608696, 'recall': 0.7611777535441657, 'f1-score': 0.6621169046613706, 'support': 917}}",4.02,0.01,0.03,1.0,0.86
1485,1,clf,svc-rbf,max,all,ALL_YES_1_1_1,30_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.76,0.58,0.76,0.0,696.0,221.0,"{'0': {'precision': 0.7589967284623773, 'recall': 1.0, 'f1-score': 0.8629882207067576, 'support': 696}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 221}, 'micro avg': {'precision': 0.7589967284623773, 'recall': 0.7589967284623773, 'f1-score': 0.7589967284623772, 'support': 917}, 'macro avg': {'precision': 0.37949836423118866, 'recall': 0.5, 'f1-score': 0.4314941103533788, 'support': 917}, 'weighted avg': {'precision': 0.5760760338165918, 'recall': 0.7589967284623773, 'f1-score': 0.655005236217997, 'support': 917}}",3.8,0.0,0.0,1.0,0.86
1486,2,clf,dtree,max,all,ALL_YES_1_1_1,30_240,included,basic,0.77,"{'max_depth': 2, 'min_samples_leaf': 10}",0.76,0.58,0.76,0.0,696.0,221.0,"{'0': {'precision': 0.7589967284623773, 'recall': 1.0, 'f1-score': 0.8629882207067576, 'support': 696}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 221}, 'micro avg': {'precision': 0.7589967284623773, 'recall': 0.7589967284623773, 'f1-score': 0.7589967284623772, 'support': 917}, 'macro avg': {'precision': 0.37949836423118866, 'recall': 0.5, 'f1-score': 0.4314941103533788, 'support': 917}, 'weighted avg': {'precision': 0.5760760338165918, 'recall': 0.7589967284623773, 'f1-score': 0.655005236217997, 'support': 917}}",0.38,0.0,0.0,1.0,0.86
1487,3,clf,rforest,max,all,ALL_YES_1_1_1,30_240,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.76,0.73,0.76,0.6,696.0,221.0,"{'0': {'precision': 0.7649667405764967, 'recall': 0.9913793103448276, 'f1-score': 0.8635794743429288, 'support': 696}, '1': {'precision': 0.6, 'recall': 0.04072398190045249, 'f1-score': 0.07627118644067797, 'support': 221}, 'micro avg': {'precision': 0.7622682660850599, 'recall': 0.7622682660850599, 'f1-score': 0.7622682660850599, 'support': 917}, 'macro avg': {'precision': 0.6824833702882483, 'recall': 0.5160516461226401, 'f1-score': 0.4699253303918034, 'support': 917}, 'weighted avg': {'precision': 0.7252092164026628, 'recall': 0.7622682660850599, 'f1-score': 0.6738356012498018, 'support': 917}}",16.17,0.04,0.08,0.99,0.86
1488,4,clf,xgb,max,all,ALL_YES_1_1_1,30_240,included,basic,0.77,{'n_estimators': 10},0.76,0.74,0.76,0.67,696.0,221.0,"{'0': {'precision': 0.7618002195389681, 'recall': 0.9971264367816092, 'f1-score': 0.8637212196639702, 'support': 696}, '1': {'precision': 0.6666666666666666, 'recall': 0.01809954751131222, 'f1-score': 0.03524229074889868, 'support': 221}, 'micro avg': {'precision': 0.7611777535441657, 'recall': 0.7611777535441657, 'f1-score': 0.7611777535441657, 'support': 917}, 'macro avg': {'precision': 0.7142334431028174, 'recall': 0.5076129921464607, 'f1-score': 0.44948175520643446, 'support': 917}, 'weighted avg': {'precision': 0.7388727220637461, 'recall': 0.7611777535441657, 'f1-score': 0.6640550873954524, 'support': 917}}",0.23,0.02,0.04,1.0,0.86
1489,5,clf,gboosting,max,all,ALL_YES_1_1_1,30_240,included,basic,0.77,{'n_estimators': 10},0.76,0.58,0.76,0.0,696.0,221.0,"{'0': {'precision': 0.7589967284623773, 'recall': 1.0, 'f1-score': 0.8629882207067576, 'support': 696}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 221}, 'micro avg': {'precision': 0.7589967284623773, 'recall': 0.7589967284623773, 'f1-score': 0.7589967284623772, 'support': 917}, 'macro avg': {'precision': 0.37949836423118866, 'recall': 0.5, 'f1-score': 0.4314941103533788, 'support': 917}, 'weighted avg': {'precision': 0.5760760338165918, 'recall': 0.7589967284623773, 'f1-score': 0.655005236217997, 'support': 917}}",0.55,0.0,0.0,1.0,0.86
1490,6,clf,ada,max,all,ALL_YES_1_1_1,30_240,included,basic,0.76,{'n_estimators': 10},0.76,0.72,0.77,0.57,696.0,221.0,"{'0': {'precision': 0.767337807606264, 'recall': 0.985632183908046, 'f1-score': 0.8628930817610062, 'support': 696}, '1': {'precision': 0.5652173913043478, 'recall': 0.058823529411764705, 'f1-score': 0.10655737704918032, 'support': 221}, 'micro avg': {'precision': 0.7622682660850599, 'recall': 0.7622682660850599, 'f1-score': 0.7622682660850599, 'support': 917}, 'macro avg': {'precision': 0.6662775994553058, 'recall': 0.5222278566599053, 'f1-score': 0.48472522940509327, 'support': 917}, 'weighted avg': {'precision': 0.718626126032956, 'recall': 0.7622682660850599, 'f1-score': 0.6806137025447428, 'support': 917}}",0.61,0.06,0.11,0.99,0.86
1498,0,clf,kn,min,all,ALL_YES_1_1_1,30_240,included,basic,0.79,{'n_neighbors': 51},0.78,0.73,0.78,0.56,716.0,201.0,"{'0': {'precision': 0.7841409691629956, 'recall': 0.994413407821229, 'f1-score': 0.8768472906403941, 'support': 716}, '1': {'precision': 0.5555555555555556, 'recall': 0.024875621890547265, 'f1-score': 0.04761904761904762, 'support': 201}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6698482623592756, 'recall': 0.5096445148558881, 'f1-score': 0.4622331691297209, 'support': 917}, 'weighted avg': {'precision': 0.73403664186191, 'recall': 0.781897491821156, 'f1-score': 0.695086247186424, 'support': 917}}",3.47,0.02,0.05,0.99,0.88
1499,1,clf,svc-rbf,min,all,ALL_YES_1_1_1,30_240,included,basic,0.79,"{'C': 1, 'gamma': 1}",0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",3.29,0.0,0.0,1.0,0.88
1500,2,clf,dtree,min,all,ALL_YES_1_1_1,30_240,included,basic,0.79,"{'max_depth': 2, 'min_samples_leaf': 30}",0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",0.33,0.0,0.0,1.0,0.88
1501,3,clf,rforest,min,all,ALL_YES_1_1_1,30_240,included,basic,0.79,"{'max_depth': 7, 'min_samples_leaf': 50, 'n_estimators': 50}",0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",13.96,0.0,0.0,1.0,0.88
1502,4,clf,xgb,min,all,ALL_YES_1_1_1,30_240,included,basic,0.79,{'n_estimators': 10},0.78,0.61,0.78,0.0,716.0,201.0,"{'0': {'precision': 0.7808069792802618, 'recall': 1.0, 'f1-score': 0.8769136558481323, 'support': 716}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 201}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.3904034896401309, 'recall': 0.5, 'f1-score': 0.43845682792406615, 'support': 917}, 'weighted avg': {'precision': 0.6096595388927671, 'recall': 0.7808069792802618, 'f1-score': 0.6847003027123911, 'support': 917}}",0.2,0.0,0.0,1.0,0.88
